merchant_id,category,city,years_active,credit_tier,monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,credit_score,score_trajectory,projected_score_3months,recommendation_eligible,recommendation_max_amount,recommendation_interest_rate,recommendation_tenure_months,recommendation_tier
MID_0512,SaaS,Pune,0.5,good,121276.0,0.0598,0.8423,0.0426,0.013,2.1724,0.4258,0.684,1.5803,0.0896,1392.2188,365.9451,0.8124,0.1112,0.2649,770,"[711, 715, 718, 725, 738, 770]",788,True,1000000,15.0,18.0,Standard
MID_0513,Clothing,Kolkata,7.0,good,225174.43,0.1495,0.7316,0.064,0.0148,1.8826,0.3271,0.6976,1.2092,0.0568,1141.1413,742.7424,0.7736,0.1193,0.3286,776,"[772, 782, 771, 766, 774, 776]",801,True,1000000,15.0,18.0,Standard
MID_0514,Restaurant,Ahmedabad,5.7,average,108045.68,0.0496,0.5513,0.1274,0.0223,2.4327,0.25,0.4528,1.0266,0.1583,1402.2544,112.1942,0.6226,0.1419,0.4214,699,"[666, 676, 662, 658, 650, 699]",711,True,400000,18.5,12.0,Basic
MID_0515,Travel,Bangalore,2.0,good,121926.37,0.0799,0.8259,0.0413,0.0063,1.2358,0.4824,0.5908,1.4136,0.1116,1248.9841,580.7318,0.7277,0.0451,0.3802,761,"[725, 737, 758, 747, 763, 761]",780,True,1000000,15.0,18.0,Standard
MID_0516,Salon,Delhi,3.8,average,49535.64,0.0514,0.6927,0.1307,0.018,3.8018,0.2806,0.5916,1.1757,0.133,788.9717,255.4816,0.651,0.1793,0.3931,703,"[636, 633, 642, 665, 681, 703]",725,True,1000000,15.0,18.0,Standard
MID_0517,Salon,Chennai,3.3,average,142151.8,0.0675,0.5731,0.1156,0.0235,2.4595,0.299,0.5889,1.0339,0.1479,1382.1329,190.9722,0.6754,0.1162,0.4536,702,"[696, 701, 710, 731, 725, 702]",733,True,1000000,15.0,18.0,Standard
MID_0518,EdTech,Jaipur,1.2,good,254051.0,0.1277,0.727,0.0545,0.0134,1.2794,0.458,0.6898,1.1447,0.0603,1605.8691,395.4857,0.8141,0.0464,0.352,783,"[702, 688, 674, 660, 671, 783]",794,True,1000000,15.0,18.0,Standard
MID_0519,Retail,Pune,1.7,poor,38593.71,-0.0895,0.5082,0.1825,0.0442,4.3169,0.1873,0.3425,0.9143,0.2683,778.0506,17.7133,0.3844,0.2636,0.5834,623,"[579, 575, 563, 581, 590, 623]",663,True,400000,18.5,12.0,Basic
MID_0520,Grocery,Ahmedabad,4.4,poor,15479.14,0.0072,0.4165,0.2008,0.0213,4.1383,0.0848,0.2956,0.9066,0.2639,101.9569,42.435,0.4065,0.2622,0.5751,622,"[571, 579, 573, 564, 560, 622]",652,True,400000,18.5,12.0,Basic
MID_0521,Pharmacy,Mumbai,3.2,poor,52253.75,-0.0512,0.3596,0.2129,0.0388,3.1591,0.1049,0.2902,1.114,0.2582,532.6638,97.5849,0.3539,0.3124,0.64,610,"[566, 562, 549, 539, 540, 610]",627,True,400000,18.5,12.0,Basic
MID_0522,Auto Parts,Jaipur,7.4,poor,20364.43,-0.0047,0.5713,0.2037,0.0364,4.4209,0.1857,0.2548,0.9485,0.2805,231.3788,83.013,0.4419,0.2436,0.6481,621,"[574, 580, 591, 603, 600, 621]",632,True,400000,18.5,12.0,Basic
MID_0523,Clothing,Kolkata,6.2,excellent,656477.94,0.219,0.906,0.0131,0.0077,1.2518,0.5655,0.7102,1.5731,0.0578,3452.8558,482.0096,0.973,0.0249,0.1436,822,"[769, 768, 775, 768, 760, 822]",833,True,2000000,12.5,24.0,Premium
MID_0524,Freelancer,Delhi,4.0,good,313955.55,0.1322,0.8021,0.078,0.0103,2.8325,0.3045,0.5952,1.1545,0.0669,2243.5154,463.1228,0.8495,0.062,0.3451,768,"[718, 717, 713, 724, 749, 768]",791,True,1000000,15.0,18.0,Standard
MID_0525,Auto Parts,Hyderabad,2.1,poor,26914.05,0.0077,0.4093,0.161,0.0413,4.1842,0.1066,0.2311,0.9255,0.1932,519.8986,70.2522,0.5159,0.3417,0.6198,604,"[559, 552, 545, 546, 544, 604]",640,True,400000,18.5,12.0,Basic
MID_0526,Food Delivery,Mumbai,5.9,bad,24956.24,-0.1093,0.2762,0.3896,0.0596,6.336,0.0569,0.1651,0.8222,0.4016,352.4056,45.1321,0.1525,0.4054,0.8551,491,"[481, 470, 460, 469, 491, 491]",525,False,0,,,Ineligible
MID_0527,Pharmacy,Ahmedabad,5.3,average,124483.83,0.0623,0.6692,0.1368,0.0236,3.8333,0.33,0.5296,1.1175,0.161,649.5303,270.3298,0.563,0.1724,0.5117,702,"[637, 634, 628, 634, 633, 702]",720,True,1000000,15.0,18.0,Standard
MID_0528,Healthcare,Kolkata,2.0,poor,15014.39,-0.072,0.4885,0.1392,0.0272,3.8251,0.1205,0.2169,0.9638,0.1851,622.211,91.7264,0.3799,0.2965,0.7069,614,"[609, 604, 626, 628, 652, 614]",657,True,400000,18.5,12.0,Basic
MID_0529,Travel,Delhi,1.4,excellent,682978.57,0.0536,0.8555,0.0158,0.0079,1.5203,0.5008,0.7976,1.9192,0.0235,4459.1878,249.0851,0.87,0.0282,0.1481,795,"[758, 779, 778, 796, 801, 795]",811,True,1000000,15.0,18.0,Standard
MID_0530,Gym,Ahmedabad,3.7,average,147422.26,0.0421,0.7468,0.1265,0.0144,3.9263,0.1997,0.4469,1.1664,0.1794,1480.691,242.8632,0.6082,0.1285,0.5226,707,"[657, 650, 661, 670, 660, 707]",740,True,1000000,15.0,18.0,Standard
MID_0531,Gym,Mumbai,5.0,excellent,405968.06,0.1629,0.942,0.0341,0.003,1.1818,0.4539,0.9488,1.9943,0.0433,1495.5244,1561.1937,0.9418,0.035,0.1939,835,"[809, 806, 813, 822, 831, 835]",874,True,2000000,12.5,24.0,Premium
MID_0532,Retail,Jaipur,2.7,average,77258.21,0.0184,0.7404,0.0799,0.015,2.2059,0.1836,0.4901,1.0929,0.1619,1467.3099,90.5573,0.5798,0.1228,0.387,722,"[675, 699, 700, 707, 730, 722]",733,True,1000000,15.0,18.0,Standard
MID_0533,EdTech,Ahmedabad,1.7,average,85136.17,0.0218,0.7283,0.1114,0.0126,2.4318,0.2755,0.5988,1.0684,0.1607,623.5115,212.2613,0.7043,0.178,0.5297,727,"[659, 677, 673, 658, 657, 727]",744,True,1000000,15.0,18.0,Standard
MID_0534,Electronics,Surat,5.1,good,255021.21,0.1304,0.7436,0.0595,0.0086,2.3531,0.3868,0.6032,1.4918,0.0768,1445.7403,384.8475,0.7131,0.1063,0.203,763,"[715, 706, 699, 705, 713, 763]",780,True,1000000,15.0,18.0,Standard
MID_0535,Grocery,Hyderabad,6.3,good,125403.18,0.0964,0.8437,0.0725,0.0077,2.798,0.4709,0.7165,1.1821,0.1027,502.4454,567.4014,0.7925,0.088,0.3815,791,"[788, 789, 782, 770, 763, 791]",802,True,1000000,15.0,18.0,Standard
MID_0536,Restaurant,Delhi,3.3,excellent,545834.01,0.066,0.9319,0.0122,0.0062,1.0543,0.5519,0.7443,1.7407,0.0278,3246.3422,997.9645,0.9034,0.0157,0.2095,812,"[796, 799, 795, 786, 800, 812]",830,True,2000000,12.5,24.0,Premium
MID_0537,Travel,Kolkata,6.2,average,44853.94,-0.0063,0.5539,0.1239,0.0212,2.9842,0.2863,0.4843,1.1153,0.1048,409.2634,221.8129,0.6523,0.1923,0.4027,695,"[631, 623, 617, 611, 633, 695]",725,True,400000,18.5,12.0,Basic
MID_0538,Pharmacy,Bangalore,2.0,bad,10902.72,-0.1425,0.3818,0.3161,0.0523,9.9767,0.0926,0.1953,0.7236,0.3159,182.9403,14.8492,0.247,0.5976,0.8949,509,"[480, 480, 473, 476, 497, 509]",538,True,100000,24.0,6.0,Micro
MID_0539,Grocery,Surat,0.9,bad,20630.48,-0.1757,0.1852,0.2989,0.0706,9.8385,0.0276,0.1268,0.9985,0.332,121.7116,16.2557,0.1734,0.4911,0.6771,476,"[420, 412, 405, 390, 382, 476]",517,False,0,,,Ineligible
MID_0540,Auto Parts,Surat,4.5,good,263731.98,0.0539,0.8689,0.051,0.0107,1.6803,0.4659,0.7069,1.4434,0.0807,2394.6961,706.6085,0.7417,0.1058,0.2486,781,"[753, 755, 753, 761, 764, 781]",822,True,1000000,15.0,18.0,Standard
MID_0541,Healthcare,Surat,4.6,average,80325.46,0.0727,0.5738,0.0983,0.0109,3.7218,0.2644,0.5781,1.1555,0.1808,1318.1314,44.0201,0.68,0.1451,0.3787,702,"[668, 679, 668, 669, 689, 702]",733,True,1000000,15.0,18.0,Standard
MID_0542,EdTech,Ahmedabad,7.5,average,77711.44,-0.005,0.5646,0.1121,0.0241,2.1455,0.277,0.452,1.1194,0.1457,972.4225,50.2531,0.6504,0.1927,0.4037,696,"[666, 651, 643, 663, 650, 696]",708,True,400000,18.5,12.0,Basic
MID_0543,SaaS,Hyderabad,5.5,average,146010.58,0.0398,0.6883,0.1006,0.0144,2.26,0.33,0.4543,1.2206,0.1512,1018.3708,208.2904,0.5982,0.1542,0.4591,724,"[662, 665, 664, 656, 677, 724]",758,True,1000000,15.0,18.0,Standard
MID_0544,Gym,Hyderabad,4.5,bad,6292.71,-0.0352,0.263,0.2951,0.0447,7.6841,0.0776,0.1928,0.8384,0.4143,222.3649,29.389,0.3471,0.5224,0.7591,543,"[463, 469, 461, 486, 473, 543]",573,True,100000,24.0,6.0,Micro
MID_0545,Freelancer,Jaipur,0.5,average,119036.83,0.0592,0.6237,0.1156,0.0232,3.3271,0.3275,0.5462,1.117,0.1728,631.44,158.7252,0.5565,0.1808,0.3836,691,"[645, 641, 633, 639, 643, 691]",709,True,400000,18.5,12.0,Basic
MID_0546,Pharmacy,Surat,2.7,average,109137.8,-0.0067,0.6565,0.1061,0.014,2.7828,0.3273,0.5706,1.0584,0.196,1400.9025,282.9794,0.6078,0.1197,0.3659,708,"[655, 679, 683, 705, 704, 708]",728,True,1000000,15.0,18.0,Standard
MID_0547,Salon,Surat,2.2,average,65681.17,0.0408,0.6873,0.0682,0.0229,3.8792,0.1981,0.5363,1.1108,0.1026,1039.5671,174.9231,0.7126,0.2139,0.4617,700,"[663, 681, 675, 668, 678, 700]",742,True,1000000,15.0,18.0,Standard
MID_0548,Food Delivery,Surat,1.1,poor,52877.14,-0.0221,0.3879,0.1459,0.045,4.0008,0.1083,0.3746,0.9215,0.231,376.1715,24.2618,0.4175,0.2194,0.6821,601,"[580, 574, 576, 590, 613, 601]",638,True,400000,18.5,12.0,Basic
MID_0549,Gym,Pune,0.8,bad,7541.43,-0.0553,0.3243,0.3608,0.0465,9.7023,0.0834,0.086,0.8062,0.3805,265.5016,47.6589,0.1781,0.5275,0.7682,515,"[491, 487, 477, 496, 502, 515]",547,True,100000,24.0,6.0,Micro
MID_0550,Salon,Bangalore,7.2,bad,15966.03,-0.04,0.344,0.304,0.0973,9.1842,0.0667,0.1506,0.9263,0.3986,147.8383,43.8167,0.1818,0.5618,0.7776,491,"[465, 479, 481, 480, 500, 491]",519,False,0,,,Ineligible
MID_0551,Electronics,Jaipur,1.5,bad,21587.22,-0.0274,0.3531,0.307,0.0599,4.8168,0.0881,0.23,0.7129,0.4564,180.3763,15.3308,0.2989,0.4196,0.8896,550,"[495, 512, 532, 520, 505, 550]",562,True,100000,24.0,6.0,Micro
MID_0552,EdTech,Hyderabad,5.3,average,124058.42,0.0482,0.6068,0.0827,0.0178,3.2338,0.2456,0.5164,1.215,0.1144,1452.0239,219.4938,0.7092,0.1508,0.5298,714,"[678, 693, 683, 702, 726, 714]",747,True,1000000,15.0,18.0,Standard
MID_0553,Grocery,Hyderabad,7.6,excellent,309993.92,0.2127,0.942,0.0342,0.0017,1.1337,0.6591,0.7316,1.7246,0.0551,3509.6211,1328.4415,0.9311,0.0124,0.2107,841,"[801, 794, 801, 800, 806, 841]",876,True,2000000,12.5,24.0,Premium
MID_0554,EdTech,Delhi,5.5,good,143146.8,0.0655,0.7943,0.043,0.0147,2.1241,0.3531,0.5771,1.1774,0.09,581.7344,199.712,0.7162,0.1053,0.371,748,"[683, 672, 659, 679, 693, 748]",788,True,1000000,15.0,18.0,Standard
MID_0555,Electronics,Delhi,3.9,good,207565.64,0.1132,0.7548,0.0582,0.0108,1.3723,0.4676,0.5559,1.1909,0.0609,2887.982,736.7491,0.7385,0.073,0.2342,770,"[750, 738, 735, 742, 733, 770]",800,True,1000000,15.0,18.0,Standard
MID_0556,Freelancer,Pune,5.8,good,254708.02,0.1363,0.7525,0.0578,0.0081,1.8358,0.3978,0.6789,1.4686,0.1118,1047.1651,665.7693,0.7522,0.1154,0.3142,762,"[709, 719, 733, 725, 728, 762]",800,True,1000000,15.0,18.0,Standard
MID_0557,Restaurant,Bangalore,4.8,average,45716.85,0.0131,0.6833,0.1077,0.0214,3.8213,0.3022,0.4271,1.2124,0.1818,379.758,287.3214,0.7108,0.1623,0.3761,708,"[620, 620, 634, 648, 635, 708]",720,True,1000000,15.0,18.0,Standard
MID_0558,Auto Parts,Mumbai,2.5,average,95567.7,0.074,0.727,0.1015,0.0176,3.1378,0.2394,0.4263,1.222,0.1705,683.8508,173.727,0.5814,0.1765,0.4289,716,"[676, 692, 685, 681, 678, 716]",731,True,1000000,15.0,18.0,Standard
MID_0559,Food Delivery,Surat,6.9,average,39852.54,-0.0134,0.717,0.073,0.0132,3.4559,0.3328,0.5709,1.0069,0.1149,950.345,242.5973,0.6741,0.1704,0.4196,716,"[678, 693, 686, 695, 688, 716]",752,True,1000000,15.0,18.0,Standard
MID_0560,Gym,Delhi,2.1,average,42771.37,0.0767,0.579,0.0639,0.0123,2.3036,0.2152,0.406,1.206,0.17,798.4482,161.3037,0.6622,0.1064,0.4712,695,"[669, 660, 652, 642, 655, 695]",726,True,400000,18.5,12.0,Basic
MID_0561,Freelancer,Jaipur,6.2,bad,6324.36,-0.1067,0.3324,0.2093,0.0743,6.5887,0.047,0.1711,0.8981,0.3802,356.9054,41.5067,0.3286,0.3811,0.8411,510,"[490, 502, 512, 502, 501, 510]",540,True,100000,24.0,6.0,Micro
MID_0562,Electronics,Bangalore,5.0,good,89295.44,0.127,0.751,0.0723,0.0149,1.7,0.3761,0.7082,1.5052,0.1015,503.0902,751.4905,0.8288,0.0855,0.269,773,"[720, 714, 717, 708, 700, 773]",818,True,1000000,15.0,18.0,Standard
MID_0563,Pharmacy,Jaipur,3.3,good,381641.3,0.0476,0.7243,0.0771,0.0139,2.557,0.3051,0.748,1.5651,0.0796,1404.5564,213.3677,0.7415,0.0796,0.2121,741,"[701, 704, 723, 709, 703, 741]",769,True,1000000,15.0,18.0,Standard
MID_0564,EdTech,Delhi,3.1,good,349000.71,0.1276,0.8295,0.0621,0.0072,2.4207,0.3571,0.5999,1.1623,0.0931,2769.9513,383.878,0.7893,0.1131,0.328,781,"[730, 733, 745, 770, 770, 781]",802,True,1000000,15.0,18.0,Standard
MID_0565,Clothing,Chennai,4.1,excellent,723149.29,0.1002,0.9064,0.0133,0.0049,1.7692,0.6493,0.8285,1.3271,0.0211,4628.1651,1626.5539,0.922,0.014,0.1598,818,"[794, 801, 806, 824, 836, 818]",837,True,2000000,12.5,24.0,Premium
MID_0566,SaaS,Mumbai,7.0,excellent,354844.37,0.0622,0.861,0.0253,0.0039,1.1017,0.4635,0.8782,1.5325,0.0588,4214.588,717.9055,0.9761,0.0482,0.1738,813,"[779, 765, 767, 766, 785, 813]",851,True,2000000,12.5,24.0,Premium
MID_0567,Salon,Kolkata,5.0,average,53266.51,0.0361,0.6168,0.14,0.0221,3.554,0.2832,0.4144,1.243,0.1939,1398.56,257.966,0.7012,0.1524,0.3798,682,"[638, 657, 643, 630, 626, 682]",698,True,400000,18.5,12.0,Basic
MID_0568,Grocery,Pune,5.2,excellent,200520.9,0.0733,0.9081,0.0246,0.0043,1.9139,0.4593,0.8873,1.4839,0.0294,4026.7453,1193.6623,0.9567,0.0325,0.205,824,"[767, 779, 792, 790, 782, 824]",866,True,2000000,12.5,24.0,Premium
MID_0569,Restaurant,Surat,2.7,poor,49771.28,0.0208,0.4409,0.1988,0.0497,4.9166,0.1578,0.2437,1.0476,0.2759,669.5657,55.1332,0.478,0.2527,0.5904,593,"[556, 543, 548, 543, 538, 593]",623,True,100000,24.0,6.0,Micro
MID_0570,Salon,Bangalore,2.1,average,85248.03,0.0391,0.6078,0.1055,0.0117,3.2211,0.3172,0.3947,1.2468,0.1264,1348.4525,260.5116,0.7125,0.1167,0.3929,712,"[657, 646, 647, 666, 677, 712]",738,True,1000000,15.0,18.0,Standard
MID_0571,Retail,Jaipur,7.6,poor,21734.79,-0.011,0.5227,0.1943,0.0379,5.6549,0.1736,0.2987,0.9367,0.1957,783.2079,116.0645,0.5181,0.2968,0.6377,635,"[602, 621, 645, 667, 688, 635]",653,True,400000,18.5,12.0,Basic
MID_0572,Electronics,Delhi,3.9,poor,27968.04,-0.0333,0.5632,0.1942,0.0332,4.5205,0.1325,0.2025,0.9431,0.2937,281.6505,19.9163,0.4591,0.2852,0.5206,631,"[577, 585, 574, 585, 573, 631]",672,True,400000,18.5,12.0,Basic
MID_0573,Freelancer,Surat,2.5,good,275137.0,0.0928,0.8007,0.0532,0.0125,2.1572,0.4998,0.736,1.3386,0.0945,1167.8362,512.1892,0.7413,0.0494,0.3809,778,"[753, 758, 765, 760, 765, 778]",823,True,1000000,15.0,18.0,Standard
MID_0574,EdTech,Hyderabad,3.0,good,109944.23,0.141,0.813,0.0729,0.0116,2.2824,0.3363,0.678,1.5424,0.1148,2255.0276,298.128,0.8098,0.0707,0.2497,775,"[757, 754, 742, 727, 735, 775]",794,True,1000000,15.0,18.0,Standard
MID_0575,Electronics,Pune,4.8,good,265986.24,0.0558,0.8075,0.03,0.0147,2.9203,0.4557,0.6032,1.3001,0.0988,1069.8802,128.7616,0.7785,0.1188,0.279,777,"[734, 722, 708, 726, 715, 777]",794,True,1000000,15.0,18.0,Standard
MID_0576,SaaS,Hyderabad,3.2,poor,38133.45,0.0059,0.5797,0.2335,0.0414,3.3239,0.1056,0.3583,1.1236,0.2278,786.7088,19.598,0.4085,0.3001,0.5208,638,"[608, 630, 626, 623, 614, 638]",654,True,400000,18.5,12.0,Basic
MID_0577,Salon,Pune,5.4,poor,41001.3,-0.0644,0.5312,0.1741,0.0454,4.4101,0.1688,0.3972,1.1328,0.1891,461.0511,88.5204,0.4867,0.3032,0.6203,624,"[535, 536, 554, 545, 541, 624]",660,True,400000,18.5,12.0,Basic
MID_0578,EdTech,Delhi,6.4,poor,39160.33,0.0195,0.4941,0.2431,0.0364,4.8494,0.1446,0.377,0.9622,0.3165,377.0793,79.9472,0.4513,0.3675,0.5839,626,"[599, 595, 592, 604, 593, 626]",647,True,400000,18.5,12.0,Basic
MID_0579,Restaurant,Ahmedabad,8.0,good,386108.52,0.1356,0.7271,0.0357,0.0097,1.845,0.4456,0.5954,1.398,0.1027,1888.0985,376.42,0.7758,0.0599,0.3952,756,"[699, 708, 708, 694, 680, 756]",785,True,1000000,15.0,18.0,Standard
MID_0580,Healthcare,Bangalore,2.7,bad,8290.28,-0.2392,0.3801,0.4497,0.0809,5.6438,0.0922,0.2265,0.884,0.3749,193.6611,19.7094,0.2502,0.3985,0.855,491,"[424, 426, 433, 419, 422, 491]",521,False,0,,,Ineligible
MID_0581,Clothing,Hyderabad,6.4,poor,9090.18,-0.083,0.5471,0.168,0.044,5.6277,0.174,0.3879,0.9461,0.2386,590.4189,20.6902,0.4412,0.2601,0.6338,601,"[551, 543, 535, 527, 524, 601]",639,True,400000,18.5,12.0,Basic
MID_0582,Salon,Ahmedabad,5.7,average,72646.3,0.0564,0.6727,0.0912,0.0116,2.3538,0.3006,0.402,1.1118,0.1972,854.3686,288.7018,0.6407,0.162,0.4276,721,"[628, 632, 637, 638, 652, 721]",739,True,1000000,15.0,18.0,Standard
MID_0583,Clothing,Delhi,1.8,average,143670.36,0.0244,0.7071,0.0611,0.022,2.8922,0.349,0.4699,1.0789,0.1164,1255.5857,59.7963,0.6742,0.2103,0.3607,710,"[649, 643, 642, 650, 650, 710]",723,True,1000000,15.0,18.0,Standard
MID_0584,Gym,Jaipur,3.1,poor,16118.66,0.0278,0.568,0.1427,0.0238,5.0152,0.1634,0.2512,0.9811,0.2155,657.8411,117.8946,0.4117,0.2057,0.7078,643,"[610, 624, 644, 663, 651, 643]",665,True,400000,18.5,12.0,Basic
MID_0585,Electronics,Ahmedabad,2.6,average,115830.38,0.0531,0.6483,0.1352,0.021,3.9666,0.2566,0.5783,1.1194,0.1206,1063.8475,207.7169,0.6653,0.12,0.3839,718,"[678, 696, 717, 716, 701, 718]",732,True,1000000,15.0,18.0,Standard
MID_0586,SaaS,Kolkata,7.7,poor,22687.61,-0.0071,0.3947,0.1703,0.0498,5.9366,0.119,0.32,1.1074,0.2173,725.656,49.7575,0.4028,0.255,0.5079,605,"[536, 524, 544, 546, 552, 605]",619,True,400000,18.5,12.0,Basic
MID_0587,Food Delivery,Kolkata,3.1,good,166119.71,0.1392,0.8729,0.0431,0.0093,2.6517,0.3421,0.657,1.2808,0.0546,2006.9185,252.2099,0.8268,0.0842,0.2031,791,"[735, 729, 738, 729, 732, 791]",817,True,1000000,15.0,18.0,Standard
MID_0588,Food Delivery,Jaipur,6.0,poor,35354.12,-0.0447,0.4849,0.1869,0.0247,5.6602,0.1629,0.2134,1.1483,0.224,505.1426,28.9487,0.4602,0.2494,0.5989,617,"[583, 598, 606, 621, 622, 617]",644,True,400000,18.5,12.0,Basic
MID_0589,Electronics,Hyderabad,6.7,average,101324.64,-0.0037,0.5971,0.1054,0.0115,3.9516,0.3475,0.5251,1.15,0.1392,1261.9848,285.3624,0.6463,0.218,0.4534,690,"[657, 649, 639, 656, 642, 690]",700,True,400000,18.5,12.0,Basic
MID_0590,Restaurant,Delhi,5.7,good,211473.23,0.0349,0.8656,0.0554,0.0113,2.3429,0.4116,0.7104,1.3404,0.077,528.0102,158.528,0.7532,0.0698,0.3594,783,"[756, 778, 789, 800, 788, 783]",796,True,1000000,15.0,18.0,Standard
MID_0591,Healthcare,Ahmedabad,2.6,poor,44053.08,-0.0285,0.3818,0.1609,0.0323,5.9473,0.118,0.3488,0.9244,0.1805,613.3347,119.4314,0.4551,0.3353,0.7015,617,"[578, 593, 593, 612, 610, 617]",629,True,400000,18.5,12.0,Basic
MID_0592,Salon,Kolkata,7.8,average,82122.4,-0.0108,0.5526,0.1118,0.0237,2.5982,0.1947,0.3999,1.2522,0.1993,492.2341,113.3701,0.6873,0.165,0.3701,696,"[656, 660, 666, 652, 668, 696]",733,True,400000,18.5,12.0,Basic
MID_0593,Salon,Jaipur,2.0,average,75173.19,0.0526,0.6629,0.0924,0.0158,2.9182,0.1826,0.4315,1.13,0.1555,1367.0179,187.0957,0.6303,0.2194,0.4821,702,"[660, 669, 661, 664, 652, 702]",736,True,1000000,15.0,18.0,Standard
MID_0594,Restaurant,Surat,2.3,excellent,208901.42,0.1363,0.9412,0.0396,0.0042,1.9634,0.5805,0.8398,1.9109,0.0352,2071.4478,341.5867,0.9611,0.0404,0.2471,841,"[781, 780, 786, 810, 799, 841]",869,True,2000000,12.5,24.0,Premium
MID_0595,Travel,Delhi,5.5,excellent,333825.36,0.1704,0.9519,0.0129,0.0057,1.8348,0.5879,0.7701,1.726,0.0437,4747.8546,984.3364,0.873,0.0156,0.2415,829,"[799, 820, 841, 837, 851, 829]",847,True,2000000,12.5,24.0,Premium
MID_0596,Retail,Jaipur,3.1,good,251584.62,0.1286,0.771,0.069,0.0063,2.6898,0.3283,0.7189,1.2836,0.1081,2275.7665,112.6433,0.8322,0.0451,0.2799,785,"[763, 767, 760, 751, 770, 785]",806,True,1000000,15.0,18.0,Standard
MID_0597,EdTech,Bangalore,7.4,average,137413.47,0.0685,0.606,0.0647,0.0173,3.3039,0.3351,0.4937,1.0483,0.1262,788.4112,63.4233,0.7189,0.1087,0.5383,729,"[648, 636, 652, 675, 685, 729]",742,True,1000000,15.0,18.0,Standard
MID_0598,Retail,Delhi,4.8,bad,15268.72,-0.0559,0.3715,0.2273,0.089,4.517,0.0349,0.0937,0.964,0.4437,129.5945,41.7623,0.3326,0.366,0.7924,507,"[485, 483, 468, 491, 487, 507]",522,True,100000,24.0,6.0,Micro
MID_0599,Auto Parts,Jaipur,4.8,good,324195.59,0.1109,0.7563,0.0623,0.013,2.0438,0.3826,0.6611,1.2067,0.11,1361.5344,516.6246,0.7502,0.0778,0.2231,753,"[709, 731, 755, 749, 746, 753]",776,True,1000000,15.0,18.0,Standard
MID_0600,Auto Parts,Delhi,0.8,good,137841.94,0.1207,0.8262,0.0502,0.0118,1.1374,0.4785,0.5927,1.5408,0.1053,1399.8576,279.2235,0.8375,0.1059,0.2675,780,"[776, 800, 802, 817, 820, 780]",804,True,1000000,15.0,18.0,Standard
MID_0601,Travel,Chennai,7.2,bad,13092.63,-0.1242,0.3919,0.2795,0.0537,9.5268,0.0838,0.1872,0.9549,0.3693,98.2649,7.1345,0.2268,0.4837,0.7611,505,"[473, 472, 472, 473, 466, 505]",515,True,100000,24.0,6.0,Micro
MID_0602,SaaS,Mumbai,4.6,good,300003.3,0.0339,0.7989,0.065,0.0123,2.3322,0.42,0.7279,1.1499,0.0558,750.2927,645.2364,0.8695,0.0476,0.3973,767,"[752, 764, 751, 765, 756, 767]",800,True,1000000,15.0,18.0,Standard
MID_0603,Auto Parts,Hyderabad,2.9,bad,8425.94,-0.0337,0.3206,0.4496,0.0936,8.0012,0.0346,0.2332,0.9355,0.478,175.0705,48.2891,0.1524,0.608,0.8399,455,"[414, 434, 456, 477, 476, 455]",481,False,0,,,Ineligible
MID_0604,Gym,Surat,3.0,average,32709.98,0.0635,0.57,0.0954,0.0129,2.2583,0.2811,0.3909,1.1062,0.1743,1076.2928,207.4175,0.7053,0.18,0.5158,719,"[694, 687, 685, 698, 692, 719]",736,True,1000000,15.0,18.0,Standard
MID_0605,Restaurant,Chennai,3.1,bad,21700.37,-0.1515,0.2766,0.3747,0.0856,4.3865,0.0634,0.1866,0.973,0.4902,396.67,20.1565,0.2915,0.6176,0.89,494,"[459, 467, 458, 457, 445, 494]",535,False,0,,,Ineligible
MID_0606,SaaS,Surat,0.6,excellent,497739.13,0.2386,0.9681,0.0264,0.0015,1.3869,0.5598,0.7657,1.8448,0.0558,4983.6869,1101.7169,0.9403,0.015,0.2335,830,"[756, 769, 794, 813, 799, 830]",869,True,2000000,12.5,24.0,Premium
MID_0607,Salon,Bangalore,3.0,excellent,265804.37,0.1196,0.8514,0.0248,0.0079,1.3131,0.4825,0.7978,1.5001,0.0384,1870.0389,1247.8033,0.9316,0.0365,0.1859,804,"[769, 758, 743, 760, 768, 804]",840,True,2000000,12.5,24.0,Premium
MID_0608,Food Delivery,Mumbai,3.2,excellent,690628.66,0.1582,0.9688,0.0253,0.0027,1.1515,0.6757,0.7221,1.5748,0.0288,1371.5405,1869.5331,0.8866,0.0371,0.2437,834,"[794, 801, 825, 828, 847, 834]",849,True,2000000,12.5,24.0,Premium
MID_0609,Electronics,Surat,6.0,poor,24962.52,-0.0486,0.4031,0.2296,0.0326,5.4123,0.1015,0.2019,1.0736,0.2441,347.6062,34.5866,0.4088,0.377,0.6958,578,"[493, 510, 529, 523, 538, 578]",600,True,100000,24.0,6.0,Micro
MID_0610,Salon,Bangalore,1.2,poor,46096.55,-0.0778,0.4311,0.2384,0.0436,4.5668,0.1892,0.359,1.0716,0.2592,403.6144,96.1443,0.4657,0.2381,0.5817,595,"[537, 552, 565, 569, 582, 595]",640,True,100000,24.0,6.0,Micro
