monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,years_active,credit_score,credit_tier
743033.88,0.0745,0.8684,0.0179,0.0023,1.0774,0.6612,0.9282,1.4456,0.024,4140.8541,944.7412,0.9132,0.035,0.1315,7.0,846,excellent
107458.62,0.0346,0.5817,0.1193,0.0239,2.3857,0.185,0.3851,1.1535,0.1152,1326.9365,69.845,0.5869,0.1393,0.394,8.0,702,average
7527.33,-0.2045,0.3615,0.3793,0.0977,4.6174,0.0835,0.1799,0.7497,0.3253,302.7211,24.5062,0.2526,0.5289,0.7179,7.6,483,bad
139962.56,0.075,0.6561,0.0919,0.0117,3.6181,0.253,0.4209,1.0736,0.1215,683.1584,77.7103,0.6035,0.1012,0.4877,3.6,700,average
41100.32,-0.0254,0.4986,0.2087,0.0331,5.4402,0.1038,0.2109,1.0235,0.1866,292.0908,27.5222,0.4541,0.3083,0.6301,7.6,597,poor
611641.54,0.0639,0.8624,0.0341,0.0061,1.2747,0.6384,0.8001,1.6895,0.0325,3371.7467,907.9895,0.9405,0.0282,0.2273,7.4,808,excellent
53653.75,0.0061,0.4736,0.1206,0.0406,3.1575,0.186,0.2095,0.912,0.2226,284.609,87.2318,0.5321,0.2683,0.6537,1.2,633,poor
84726.74,0.0081,0.7045,0.0986,0.0114,3.5324,0.3009,0.4577,1.2507,0.1242,1041.2746,262.5245,0.6681,0.109,0.4489,2.3,721,average
130913.83,-0.0094,0.576,0.1333,0.0158,2.9049,0.2855,0.4247,1.1201,0.1069,750.0222,218.4292,0.7118,0.1693,0.3704,5.8,690,average
49467.88,0.0302,0.6516,0.0643,0.0141,2.1956,0.2903,0.541,1.1268,0.1294,723.4997,194.4528,0.64,0.1592,0.4367,1.1,724,average
81498.09,0.002,0.7148,0.1153,0.0174,2.3421,0.2146,0.5201,1.2118,0.1288,204.0389,88.1205,0.7043,0.1747,0.4978,5.7,717,average
98716.03,0.1083,0.8565,0.0597,0.0147,2.1663,0.3977,0.5995,1.1547,0.1073,1918.1668,793.2892,0.8504,0.082,0.2335,1.8,762,good
189115.23,0.0873,0.8262,0.0733,0.0134,1.9687,0.354,0.6539,1.4199,0.0604,1525.7974,254.1789,0.8789,0.0686,0.2062,6.7,783,good
16678.96,0.0183,0.4302,0.1631,0.0377,5.8358,0.1131,0.2419,1.0449,0.2783,683.9201,27.9109,0.5329,0.302,0.6744,7.9,596,poor
8324.5,-0.0947,0.4151,0.1971,0.0216,3.9175,0.1316,0.3453,0.9002,0.2152,345.1528,44.7429,0.5476,0.3198,0.6692,2.7,612,poor
4344.59,-0.1899,0.2255,0.2777,0.0738,8.0735,0.0458,0.1783,0.905,0.3239,97.4918,29.9428,0.2192,0.3757,0.7917,3.7,495,bad
77870.28,-0.0172,0.6618,0.1366,0.0163,3.5117,0.2846,0.4465,1.0728,0.1512,365.4573,181.2501,0.6461,0.1352,0.5011,3.7,694,average
226987.37,0.0631,0.7297,0.067,0.0117,2.4787,0.3106,0.591,1.1721,0.1018,1738.2616,256.4805,0.8216,0.1082,0.2602,1.2,766,good
451324.78,0.1281,0.9704,0.019,0.0044,1.184,0.5087,0.9119,1.4822,0.0445,2644.3454,1384.6868,0.866,0.0158,0.1032,1.3,841,excellent
44410.72,0.0217,0.635,0.0622,0.0169,3.1284,0.1819,0.4466,1.1935,0.1893,1005.8394,51.0843,0.7042,0.2155,0.4436,3.4,691,average
25747.49,-0.007,0.5309,0.1562,0.0429,3.9088,0.1273,0.4016,1.0613,0.2327,430.2266,84.192,0.4825,0.3669,0.6706,3.1,614,poor
115978.26,0.0124,0.5963,0.1217,0.0238,3.5912,0.1979,0.5738,1.2184,0.1384,1465.3156,279.8177,0.5605,0.1301,0.3575,5.5,689,average
59924.99,0.0001,0.5824,0.1251,0.0221,2.3846,0.279,0.5184,1.2006,0.1204,1253.0115,272.2557,0.6111,0.149,0.4593,2.4,688,average
48811.96,-0.0429,0.4939,0.2336,0.0371,3.3816,0.1421,0.2222,1.0247,0.1872,478.3766,17.367,0.5389,0.2522,0.6822,7.2,618,poor
41473.08,0.0271,0.7335,0.081,0.0104,2.6761,0.2243,0.4536,1.2294,0.1139,911.2136,230.8069,0.7071,0.1796,0.5257,0.9,706,average
638381.81,0.0708,0.9146,0.0168,0.0035,1.4776,0.6454,0.9191,1.4594,0.0572,910.686,1607.2806,0.8755,0.0343,0.1569,4.1,815,excellent
133487.58,0.0767,0.7293,0.0416,0.0109,1.4543,0.4495,0.7277,1.4966,0.0898,2977.3468,110.429,0.8296,0.105,0.2153,7.9,768,good
6569.54,-0.0878,0.3534,0.4244,0.0915,6.6613,0.0442,0.1424,0.8654,0.4712,135.472,45.184,0.2233,0.5124,0.6761,1.1,482,bad
16274.81,0.0271,0.5106,0.2045,0.0336,3.3427,0.1399,0.2074,0.9695,0.2338,679.0252,23.8718,0.4142,0.3098,0.609,3.3,621,poor
27246.69,0.0077,0.4104,0.2179,0.0265,3.082,0.1671,0.3367,1.1164,0.2896,749.9965,94.0021,0.5357,0.2996,0.7095,7.3,622,poor
650550.52,0.2402,0.8611,0.0175,0.0048,1.3375,0.5487,0.8539,1.5532,0.0464,4086.1904,1658.4671,0.929,0.015,0.1853,1.5,827,excellent
733866.89,0.1603,0.9739,0.0232,0.0028,1.7867,0.5149,0.8237,1.4592,0.027,4459.2046,1380.7607,0.8802,0.0362,0.1276,4.8,829,excellent
107341.53,0.0777,0.8018,0.0418,0.0083,1.7427,0.4645,0.6332,1.4209,0.1113,857.6987,328.5784,0.8419,0.0668,0.2816,5.0,779,good
34691.15,-0.0244,0.4291,0.1479,0.0449,3.0978,0.1672,0.2838,1.1495,0.191,154.118,113.2294,0.4017,0.2906,0.6264,4.3,614,poor
156495.15,0.1198,0.7779,0.0528,0.0125,1.2308,0.3482,0.6966,1.5401,0.0753,1379.9615,453.9504,0.8646,0.0923,0.321,2.7,774,good
124709.0,0.0731,0.8008,0.0374,0.0099,2.7629,0.3396,0.586,1.327,0.0617,1546.564,635.8567,0.828,0.0776,0.2202,6.5,777,good
194792.36,0.1272,0.7739,0.0604,0.0061,2.4444,0.3148,0.7341,1.575,0.1137,2077.08,618.4882,0.7784,0.1006,0.34,2.3,774,good
104345.1,0.0745,0.5694,0.0838,0.0151,3.1283,0.3325,0.5076,1.2532,0.1427,619.6401,122.8304,0.5803,0.1172,0.5128,3.8,721,average
379837.19,0.0537,0.817,0.0353,0.0073,1.5573,0.3192,0.6604,1.3543,0.0618,1995.9788,127.8215,0.8603,0.083,0.239,2.2,787,good
63604.0,0.0665,0.7486,0.1185,0.0117,2.7074,0.1934,0.5545,1.2182,0.1327,859.1782,111.7881,0.6572,0.1615,0.5054,3.8,714,average
137049.91,0.002,0.5891,0.0976,0.0173,2.3742,0.2644,0.409,1.1904,0.1089,871.1981,228.0537,0.5864,0.1521,0.4481,2.3,703,average
45854.83,-0.0363,0.4949,0.1977,0.0363,3.8863,0.1063,0.4118,1.1242,0.287,393.7158,61.9532,0.4069,0.2765,0.5388,6.8,625,poor
336606.35,0.0732,0.81,0.0462,0.0117,1.8225,0.4618,0.635,1.2303,0.0538,1713.7635,253.2637,0.8145,0.0437,0.2895,2.5,790,good
57505.5,-0.0003,0.4772,0.2051,0.0356,4.0863,0.1038,0.2345,1.0339,0.3004,260.5341,99.135,0.5595,0.2597,0.5474,1.2,634,poor
36336.16,0.055,0.7126,0.0902,0.016,3.6366,0.329,0.5696,1.023,0.1505,1114.536,230.4861,0.5534,0.1891,0.4583,5.2,701,average
271765.54,0.0813,0.7666,0.0347,0.0147,2.122,0.3967,0.7315,1.3666,0.0671,543.0313,447.9244,0.7709,0.0698,0.3093,2.0,761,good
32969.67,-0.0675,0.3825,0.2001,0.0342,5.1691,0.148,0.2511,1.0919,0.2153,318.0185,50.4762,0.3846,0.2579,0.6244,1.8,585,poor
4027.28,-0.2258,0.3248,0.2939,0.0854,4.9726,0.0799,0.1083,0.8313,0.4938,63.6717,24.0882,0.1893,0.5909,0.7718,6.9,484,bad
51484.48,0.0414,0.6929,0.1016,0.0138,2.9258,0.3392,0.584,1.216,0.1852,375.941,176.3384,0.691,0.1012,0.4333,1.6,712,average
127361.87,0.0145,0.5528,0.0754,0.0143,3.823,0.2524,0.5405,1.1102,0.1767,1414.6003,185.8892,0.6591,0.1243,0.4685,1.0,690,average
50174.94,0.0583,0.7478,0.0673,0.0221,2.293,0.208,0.5724,1.097,0.1896,267.8459,173.0434,0.6247,0.1798,0.4154,5.5,704,average
39756.77,-0.0363,0.5315,0.2091,0.0367,4.3062,0.1218,0.2056,0.9914,0.2453,569.0274,91.4916,0.3992,0.3008,0.7195,5.8,604,poor
29912.05,0.0073,0.6794,0.1113,0.016,3.9915,0.2997,0.4403,1.0172,0.1572,239.5544,226.6877,0.63,0.1729,0.4409,7.4,708,average
14715.25,-0.0424,0.5134,0.1609,0.0457,3.8324,0.1823,0.3441,1.0844,0.2266,570.3936,109.465,0.5565,0.2305,0.717,1.1,623,poor
58931.79,-0.0001,0.6511,0.0738,0.0212,3.6757,0.1805,0.4402,1.1052,0.1341,938.6252,221.036,0.6463,0.1556,0.3733,1.1,702,average
141735.75,0.0665,0.6995,0.119,0.0147,2.7586,0.2288,0.4414,1.1695,0.1414,1285.8578,110.9279,0.5839,0.2175,0.4019,2.8,694,average
12229.92,-0.1014,0.3205,0.2722,0.0605,9.8109,0.0641,0.2063,0.7807,0.3929,123.7527,14.8215,0.21,0.6266,0.7793,4.8,500,bad
71537.64,0.0703,0.5874,0.0886,0.0124,3.0936,0.3078,0.4766,1.185,0.1594,1102.848,230.0483,0.6305,0.1292,0.4947,1.7,708,average
35039.07,0.0312,0.7345,0.1309,0.0245,3.8857,0.2137,0.5939,1.2256,0.113,633.0912,289.5775,0.715,0.1371,0.5032,7.7,707,average
275658.97,0.1208,0.7208,0.038,0.006,2.0997,0.3788,0.5925,1.3362,0.0763,1658.71,269.9194,0.8651,0.071,0.2637,5.9,771,good
201424.33,0.0852,0.7203,0.06,0.009,1.1545,0.346,0.65,1.1221,0.0711,732.1259,368.8466,0.7324,0.0521,0.2622,1.8,765,good
126871.71,-0.0039,0.5757,0.1006,0.0203,2.0232,0.2911,0.5274,1.1267,0.1055,752.4756,232.9369,0.5697,0.1969,0.5316,5.4,705,average
16368.81,-0.2045,0.3532,0.3819,0.0673,4.2913,0.0425,0.1007,0.8469,0.3608,361.2081,35.8874,0.208,0.4512,0.724,3.0,512,bad
199519.78,0.1954,0.9323,0.0229,0.0029,1.9719,0.6222,0.761,1.8779,0.0534,3877.2887,1142.4057,0.9096,0.0131,0.1559,2.4,848,excellent
48694.76,-0.0035,0.3682,0.2386,0.049,5.3809,0.1485,0.4189,1.0539,0.2555,655.6064,87.897,0.3612,0.3032,0.5473,1.9,588,poor
44762.96,0.0067,0.6698,0.1381,0.0148,2.4426,0.1831,0.4514,1.0191,0.1288,1125.6437,255.0135,0.6499,0.1762,0.4158,0.6,715,average
696277.33,0.2435,0.9321,0.0268,0.0034,1.2076,0.6962,0.7923,1.5043,0.0326,3632.9058,253.2162,0.9312,0.0167,0.1527,2.4,864,excellent
15760.67,-0.2089,0.1898,0.3944,0.0841,6.4067,0.0527,0.2077,0.8255,0.4118,161.7912,21.3429,0.1743,0.6154,0.8901,2.1,458,bad
44032.97,-0.0147,0.5072,0.1328,0.0374,4.2543,0.1302,0.2416,0.9073,0.2114,526.7942,67.8529,0.3685,0.3027,0.5899,0.5,622,poor
17631.74,-0.052,0.5512,0.1428,0.0481,5.7642,0.1187,0.2645,1.1236,0.209,422.8257,40.7299,0.4887,0.3781,0.6753,7.0,605,poor
97224.34,0.027,0.6271,0.1226,0.0244,3.7667,0.2713,0.5375,1.1821,0.1989,1129.1935,154.0155,0.6907,0.1072,0.5123,5.6,702,average
271766.22,0.1326,0.8942,0.0374,0.0066,1.2101,0.4743,0.8605,1.3518,0.056,2864.6231,640.5112,0.8838,0.0218,0.1667,6.2,824,excellent
36701.87,-0.0604,0.514,0.2075,0.0246,5.4156,0.0954,0.3336,1.1148,0.216,259.5426,104.3465,0.4841,0.2267,0.5027,2.8,628,poor
33016.48,-0.078,0.4708,0.1428,0.0469,3.0427,0.1936,0.2753,0.9773,0.2114,294.8209,96.6915,0.5315,0.317,0.5784,3.3,634,poor
59347.17,0.0762,0.7193,0.103,0.0112,3.5958,0.2559,0.495,1.0734,0.1797,437.4901,283.4467,0.6958,0.1274,0.4935,7.6,732,average
105516.37,0.0264,0.6574,0.1225,0.0148,3.2678,0.2134,0.4056,1.025,0.1197,905.0795,95.8984,0.6328,0.1683,0.4663,2.2,687,average
241190.18,0.0868,0.8722,0.045,0.0137,1.498,0.3551,0.6623,1.2544,0.0808,2943.0725,761.9879,0.7878,0.0655,0.3949,4.2,763,good
259089.67,0.0616,0.8049,0.0351,0.008,2.2191,0.4142,0.5809,1.1782,0.1036,2464.5278,696.6501,0.8098,0.0526,0.3913,6.2,772,good
23445.25,-0.06,0.4796,0.2192,0.0202,5.82,0.0866,0.2899,1.0614,0.1996,419.8228,43.7918,0.5383,0.2364,0.6457,6.0,633,poor
177555.83,0.0824,0.8354,0.0535,0.0147,1.092,0.4319,0.6876,1.5544,0.0841,1200.3565,524.6934,0.7675,0.0481,0.3279,1.3,773,good
101671.06,0.0238,0.6156,0.1037,0.0199,3.1133,0.3189,0.5317,1.0421,0.177,1331.9429,221.8053,0.6756,0.2149,0.4222,4.9,711,average
118121.49,0.0598,0.7163,0.0648,0.0248,2.7469,0.2762,0.599,1.2879,0.1873,625.191,180.0904,0.598,0.1401,0.3634,5.3,704,average
66544.03,0.0251,0.7261,0.1191,0.0198,2.1461,0.2901,0.4548,1.1583,0.1693,1266.2711,152.4233,0.5537,0.169,0.3513,6.3,694,average
43018.93,-0.025,0.3934,0.1393,0.0293,3.3027,0.144,0.4078,0.9099,0.1978,343.9637,22.273,0.5502,0.3671,0.6448,7.4,624,poor
54436.01,-0.0729,0.3613,0.177,0.026,5.313,0.1508,0.2274,1.1423,0.2509,504.8125,69.2321,0.3875,0.2377,0.707,0.7,596,poor
154631.02,-0.01,0.6221,0.0848,0.011,3.8919,0.2908,0.4305,1.2104,0.165,1253.2203,267.7449,0.5527,0.2157,0.4959,3.4,677,average
47498.06,-0.0028,0.7373,0.1372,0.0211,3.6206,0.2109,0.5734,1.0328,0.1162,846.822,119.5769,0.6563,0.2091,0.403,3.3,713,average
152231.65,0.0746,0.7306,0.0784,0.0096,1.8302,0.4796,0.6381,1.5285,0.1067,501.8041,433.3704,0.8619,0.0605,0.2646,1.3,786,good
21392.19,-0.02,0.4074,0.1526,0.0419,3.9033,0.1653,0.3017,1.0477,0.2524,791.35,43.0062,0.5569,0.259,0.5824,6.1,629,poor
279589.54,0.0829,0.775,0.0614,0.0132,2.1544,0.3904,0.593,1.4107,0.0882,794.5478,295.5136,0.8383,0.1139,0.2675,1.7,757,good
534201.95,0.0689,0.9768,0.0349,0.0018,1.7127,0.4816,0.7869,1.6168,0.0421,4746.1042,1939.3266,0.9763,0.0173,0.223,3.7,822,excellent
165027.27,0.1431,0.8049,0.0487,0.006,1.3313,0.4269,0.6736,1.5216,0.1026,880.1277,759.5344,0.8097,0.1087,0.2557,6.5,800,good
52835.99,0.0533,0.6688,0.0653,0.0213,2.2806,0.2618,0.4153,1.2916,0.1976,1471.8506,141.722,0.5771,0.1503,0.4683,5.8,697,average
8247.86,-0.0848,0.4216,0.1333,0.0389,4.4133,0.1593,0.2657,0.9312,0.284,418.0572,22.3923,0.5752,0.3639,0.5751,5.5,626,poor
799442.92,0.1707,0.9279,0.0209,0.0071,1.6649,0.6592,0.9408,1.5952,0.0455,4433.7024,704.3664,0.9441,0.021,0.1378,2.2,840,excellent
46081.98,-0.0271,0.5426,0.1689,0.0356,5.7757,0.1259,0.3324,1.0476,0.2911,767.85,75.4407,0.377,0.3375,0.5794,1.3,623,poor
118357.44,0.0469,0.5551,0.1054,0.0104,3.8919,0.1968,0.5825,1.2406,0.1729,1304.2591,105.9137,0.6891,0.1413,0.5447,6.6,698,average
50605.82,-0.0776,0.465,0.1316,0.0306,4.6147,0.1766,0.4125,0.9791,0.2228,739.9199,24.4954,0.4434,0.3119,0.6407,6.1,617,poor
19325.57,-0.1211,0.3392,0.3346,0.0639,8.1738,0.0359,0.0954,0.8794,0.4729,191.623,16.8517,0.3147,0.5098,0.7492,4.9,489,bad
429365.72,0.0234,0.7559,0.0648,0.0072,2.7503,0.3881,0.7123,1.1727,0.0708,2911.4762,700.2719,0.787,0.0751,0.3113,2.3,754,good
352376.86,0.0505,0.8065,0.0339,0.0119,1.6433,0.4655,0.6905,1.4978,0.0905,741.5535,742.2356,0.8774,0.0967,0.3071,3.7,790,good
38349.41,0.0796,0.5544,0.0959,0.0198,3.7917,0.261,0.5354,1.0191,0.1354,1441.1545,111.7835,0.5928,0.2076,0.3555,3.8,696,average
521484.86,0.1863,0.8909,0.0102,0.0053,1.7121,0.5396,0.7299,1.9841,0.0446,3025.0423,1514.6846,0.9452,0.02,0.1902,7.6,815,excellent
139662.79,-0.0017,0.6122,0.0742,0.0165,2.504,0.1954,0.4373,1.0602,0.1351,1041.3929,61.2078,0.6268,0.1113,0.4016,3.4,688,average
60641.82,-0.0755,0.4928,0.1436,0.0266,4.0357,0.1847,0.4008,1.0499,0.2604,724.0057,89.1686,0.5523,0.2319,0.5327,4.7,629,poor
111745.6,0.0451,0.7448,0.0607,0.0084,1.9093,0.4317,0.7164,1.492,0.1161,2171.7627,145.8245,0.7443,0.0513,0.3921,4.9,772,good
135442.42,0.0363,0.6904,0.1017,0.0214,3.2864,0.228,0.4098,1.2291,0.1293,1014.2411,145.1019,0.6141,0.1589,0.4482,1.2,698,average
38799.07,-0.0775,0.4221,0.1262,0.0208,5.9003,0.1262,0.2774,1.0344,0.2953,578.9158,60.5494,0.4669,0.3529,0.6119,7.2,597,poor
139177.77,-0.0195,0.5981,0.1251,0.0225,3.9688,0.3478,0.5618,1.1115,0.1838,258.1838,76.834,0.5918,0.1802,0.5264,2.0,690,average
16903.61,0.0013,0.4083,0.1214,0.0408,3.1254,0.1721,0.2284,1.0724,0.1899,180.0663,31.687,0.532,0.212,0.6181,3.3,637,poor
83165.13,-0.0073,0.7491,0.0975,0.0116,2.4573,0.3216,0.4206,1.2288,0.1806,514.2774,199.9834,0.6245,0.1171,0.4694,7.6,729,average
307373.13,0.0709,0.7445,0.0446,0.0056,1.3679,0.3389,0.6816,1.3194,0.111,673.4572,272.0433,0.7951,0.0845,0.2287,3.1,757,good
162215.36,0.0617,0.9004,0.027,0.007,1.7622,0.4588,0.8364,1.3139,0.053,2800.9986,1228.6854,0.9002,0.0374,0.158,5.6,801,excellent
57202.64,-0.0495,0.4092,0.1408,0.0422,4.2952,0.116,0.2094,1.0026,0.3032,696.1786,118.6864,0.3788,0.3128,0.5458,2.7,608,poor
148523.0,0.1336,0.8255,0.0609,0.014,2.0964,0.4528,0.6316,1.422,0.0649,853.3287,176.0551,0.8174,0.064,0.3666,2.1,781,good
65162.81,0.0546,0.6627,0.0725,0.016,3.5637,0.2136,0.4705,1.1406,0.1868,369.7216,282.1256,0.6038,0.212,0.4725,3.4,709,average
150967.97,0.1293,0.7781,0.0755,0.0108,2.6565,0.395,0.6907,1.2449,0.0571,1904.7189,730.5719,0.7274,0.0732,0.3065,2.0,758,good
674201.08,0.1446,0.912,0.033,0.0051,1.9878,0.5406,0.8102,1.7003,0.0379,883.398,1085.1807,0.9373,0.0238,0.151,1.2,821,excellent
50071.01,-0.0539,0.5762,0.1843,0.0387,4.771,0.199,0.2803,0.9632,0.2519,787.4255,109.9494,0.3554,0.2573,0.5367,2.7,626,poor
17514.96,-0.081,0.1548,0.2952,0.0943,6.2801,0.0229,0.1942,0.9091,0.3538,331.1011,43.4132,0.3303,0.4722,0.7355,1.5,498,bad
250941.37,0.2024,0.8816,0.0153,0.0015,1.5719,0.5092,0.7218,1.3528,0.0489,3893.3148,814.0427,0.9682,0.0128,0.1874,7.2,841,excellent
427462.06,0.1871,0.8773,0.0315,0.0037,1.6255,0.4982,0.9044,1.7958,0.0398,3766.3507,1044.5788,0.9451,0.0337,0.2291,5.9,828,excellent
18449.53,-0.0487,0.5423,0.1586,0.0324,4.9218,0.1062,0.2552,0.9862,0.2137,104.8881,108.5084,0.5072,0.2507,0.5355,6.9,627,poor
18607.14,-0.1107,0.3898,0.3423,0.0836,5.9144,0.0486,0.2179,0.8111,0.3461,221.1806,29.5663,0.3213,0.4184,0.6926,6.3,517,bad
222215.08,0.1133,0.9787,0.029,0.0038,1.014,0.6478,0.8654,1.4209,0.0437,1572.4204,370.7232,0.9009,0.016,0.1506,3.6,837,excellent
773066.19,0.1912,0.929,0.0142,0.0046,1.4942,0.5041,0.8226,1.9698,0.0453,2222.0381,759.1015,0.9304,0.0345,0.1899,3.2,825,excellent
23899.67,-0.1042,0.3755,0.319,0.0568,6.0445,0.0835,0.1987,0.9706,0.4924,323.5583,30.7524,0.3596,0.5624,0.8023,5.7,519,bad
55727.55,-0.0654,0.4534,0.2211,0.0437,3.8286,0.0972,0.3865,0.9148,0.2145,543.1489,49.3575,0.5397,0.2869,0.5321,5.0,612,poor
342391.94,0.0567,0.8465,0.0511,0.0132,1.0218,0.3522,0.5788,1.1126,0.0956,2405.9341,155.0968,0.7837,0.1128,0.2295,6.0,770,good
170509.11,0.1153,0.912,0.0143,0.0068,1.375,0.4564,0.8086,1.5267,0.0271,3374.9446,1568.9567,0.9337,0.023,0.2135,2.9,818,excellent
216956.63,0.1176,0.7988,0.0573,0.0102,2.2836,0.3792,0.581,1.5114,0.107,1621.2454,180.6744,0.8641,0.0609,0.2479,7.8,775,good
45586.57,-0.0975,0.5261,0.184,0.0401,5.0914,0.146,0.2088,1.0474,0.2092,507.9174,15.751,0.5114,0.3047,0.581,2.9,601,poor
148575.81,0.1367,0.7828,0.0625,0.0095,1.8911,0.4935,0.6844,1.485,0.0643,781.7337,371.2164,0.7192,0.1146,0.2411,6.2,787,good
151675.39,0.2159,0.9618,0.0162,0.0076,1.3886,0.5318,0.9461,1.7213,0.0266,2865.0655,1209.4938,0.8871,0.0495,0.2286,2.1,841,excellent
365587.26,0.1792,0.9762,0.0323,0.0036,1.28,0.6134,0.7744,1.3245,0.0248,1395.7199,1022.4698,0.9712,0.0493,0.2372,7.7,843,excellent
92471.19,0.0932,0.7301,0.0646,0.0072,1.7951,0.3755,0.5574,1.3162,0.0826,937.5572,109.2883,0.8615,0.0925,0.3919,5.7,770,good
31790.86,0.0238,0.4624,0.1501,0.0455,3.1419,0.1237,0.3316,1.0141,0.2461,214.7263,84.1531,0.4354,0.2992,0.5321,7.1,619,poor
4144.46,-0.1918,0.1844,0.4312,0.0787,6.7046,0.0631,0.1957,0.9669,0.3556,371.4045,49.2221,0.1834,0.4525,0.8082,3.6,487,bad
59674.51,0.035,0.7385,0.1192,0.0203,3.5754,0.2632,0.4516,1.2509,0.1373,1418.0065,176.0115,0.6893,0.1263,0.4202,4.4,718,average
16887.15,-0.1795,0.339,0.2757,0.0526,7.8295,0.0961,0.1125,0.7049,0.3451,122.4806,42.2445,0.3065,0.3701,0.7631,4.2,539,bad
158143.81,0.03,0.6203,0.0805,0.0171,3.5957,0.308,0.5494,1.1268,0.1587,1344.8265,286.7718,0.6664,0.2194,0.426,5.0,714,average
2739.95,-0.1787,0.3443,0.4137,0.053,6.4636,0.0208,0.1018,0.9588,0.4518,377.4384,24.9993,0.2655,0.489,0.8243,2.3,515,bad
116262.94,0.0769,0.5654,0.0986,0.0137,2.7746,0.3066,0.5239,1.053,0.1377,592.9596,98.0899,0.6971,0.17,0.4487,5.0,723,average
106389.72,0.0435,0.5713,0.0979,0.0142,3.1146,0.2518,0.3943,1.0788,0.1949,664.9354,144.345,0.7063,0.2088,0.5251,0.7,683,average
268685.36,0.1101,0.9471,0.0217,0.0036,1.5102,0.453,0.8311,1.4861,0.0412,2074.0454,1660.6311,0.8915,0.0197,0.1721,1.4,826,excellent
34029.89,0.0287,0.3667,0.1414,0.0388,4.2405,0.1551,0.4063,1.107,0.2369,626.6597,19.5054,0.4237,0.271,0.5424,1.6,619,poor
91166.48,-0.0125,0.67,0.0934,0.0184,3.4089,0.3121,0.55,1.012,0.1277,565.0835,209.0434,0.7177,0.141,0.5173,2.3,724,average
71290.21,0.0317,0.6763,0.0801,0.014,2.5425,0.2291,0.493,1.0939,0.1906,1379.3829,187.1639,0.6092,0.1368,0.5151,1.2,704,average
58309.47,0.0263,0.654,0.0694,0.0208,2.5829,0.222,0.5116,1.19,0.1337,1353.4552,250.4901,0.6137,0.147,0.4934,5.8,703,average
138288.73,0.0384,0.6054,0.1054,0.013,2.102,0.2527,0.596,1.1786,0.1476,702.9501,71.0556,0.5808,0.1434,0.5103,7.5,720,average
64437.98,0.023,0.5961,0.1095,0.0186,2.5335,0.2739,0.565,1.0455,0.1554,611.7331,97.1668,0.687,0.199,0.3906,3.0,721,average
57951.38,-0.0637,0.3507,0.2073,0.0331,5.5827,0.182,0.2982,0.958,0.2986,385.9742,61.634,0.3846,0.3599,0.6871,5.1,576,poor
79961.47,0.0503,0.6702,0.1159,0.0157,3.5761,0.2152,0.4491,1.1215,0.1249,577.8825,100.0328,0.6521,0.1564,0.3549,6.8,699,average
143150.56,0.0677,0.8795,0.0539,0.0067,2.7073,0.429,0.6698,1.5051,0.1092,2947.9037,355.2003,0.8369,0.0472,0.3832,1.2,784,good
53815.79,-0.0108,0.5604,0.1124,0.0218,3.9077,0.3401,0.4187,1.1644,0.1942,1363.3986,101.4238,0.6873,0.1234,0.4925,2.8,675,average
172855.88,0.1257,0.8001,0.0747,0.0089,1.334,0.3938,0.7193,1.221,0.0926,1417.9771,648.2102,0.7832,0.0764,0.342,2.9,768,good
34029.47,-0.0158,0.4695,0.2222,0.0373,5.5129,0.1286,0.2553,1.1342,0.2034,700.5488,28.2552,0.3584,0.2132,0.7188,5.9,592,poor
44575.77,-0.0607,0.4062,0.1221,0.0268,4.3171,0.1384,0.3026,1.0163,0.3035,424.3095,58.659,0.3618,0.3706,0.6973,6.4,600,poor
21873.21,-0.2344,0.2329,0.2776,0.0704,4.0663,0.0281,0.2065,0.8685,0.2932,228.3273,33.3804,0.2354,0.4845,0.7335,0.8,507,bad
40837.77,0.0768,0.7366,0.0902,0.0199,2.8797,0.3028,0.4388,1.0427,0.1915,321.1465,139.8113,0.617,0.105,0.4106,6.0,706,average
249051.39,0.0286,0.7949,0.0791,0.0142,1.987,0.316,0.6419,1.5497,0.0932,2948.6453,695.4157,0.872,0.0606,0.3117,6.9,769,good
356325.38,0.0591,0.8756,0.0796,0.0055,2.1834,0.4603,0.6015,1.512,0.0889,2611.2205,253.2668,0.8721,0.0771,0.2307,3.8,785,good
434015.84,0.1364,0.9038,0.0394,0.0033,1.3704,0.527,0.8216,1.9985,0.0571,2464.6476,585.2514,0.9059,0.0194,0.1365,7.4,819,excellent
47778.96,-0.0803,0.3618,0.1813,0.021,3.8743,0.1812,0.3493,1.1295,0.278,566.2408,24.1896,0.388,0.2558,0.522,7.5,608,poor
126882.46,0.0084,0.563,0.1085,0.0139,3.2869,0.299,0.4011,1.1819,0.1689,241.6439,261.5607,0.6631,0.1834,0.5121,5.1,693,average
10185.73,-0.0924,0.5513,0.1392,0.0499,3.3783,0.1667,0.2621,0.9832,0.2248,267.4778,65.5677,0.4443,0.3674,0.647,4.0,619,poor
